Pebble Details,,,,,,,,,,
UTM X (m),UTM Y (m),a (px),b (px),a (m),b (m),area (px),area (m2),orientation,ellipse area (px),perc. diff. area
-104.7124375,32.24168543,47.31330132,35.53225064,2.59E-06,1.95E-06,1198,3.60E-12,-2.734325747,1316.755226,9.01877762
-104.7123975,32.24168055,78.53078914,63.5004146,4.30E-06,3.48E-06,3153,9.47E-12,-2.475763093,3905.850388,19.27494177
-104.7124379,32.24168082,35.38468692,33.99523074,1.94E-06,1.86E-06,863,2.59E-12,-0.977936642,942.1768564,8.403608714
-104.7123931,32.24167644,161.8683512,99.08274875,8.87E-06,5.43E-06,10975,3.30E-11,-2.574083734,12562.00814,12.63339528
-104.7124001,32.24167732,130.8369253,70.35415978,7.17E-06,3.86E-06,5481,1.65E-11,-0.342320465,7209.733165,23.97776902
-104.7124024,32.24167463,90.99659869,35.42723389,4.99E-06,1.94E-06,1708,5.13E-12,-1.395472193,2525.000597,32.35645164
-104.7124072,32.24167365,117.2219498,69.92190863,6.42E-06,3.83E-06,5999,1.80E-11,-3.026972314,6419.797017,6.554677918
-104.7123891,32.24167184,35.53699129,30.57391684,1.95E-06,1.68E-06,753,2.26E-12,-0.120362376,851.0024631,11.51611979
-104.7123866,32.24166504,27.00827506,20.25737797,1.48E-06,1.11E-06,342,1.03E-12,-2.79572715,428.5279572,20.19190482
-104.7123664,32.24175902,36.22869389,20.04402624,1.99E-06,1.10E-06,426,1.28E-12,-2.590327314,568.7700522,25.10154176
-104.7123841,32.24175321,44.4662521,29.95982071,2.44E-06,1.64E-06,902,2.71E-12,-2.005637491,1043.44321,13.55542961
-104.7123605,32.2417531,57.71364967,28.70521911,3.16E-06,1.57E-06,821,2.47E-12,-0.058379074,1297.592977,36.72900405
-104.7123759,32.24175118,41.04039835,28.87695414,2.25E-06,1.58E-06,712,2.14E-12,-0.221094242,928.2437462,23.29600895
-104.7123716,32.24175036,36.45739043,21.11614913,2.00E-06,1.16E-06,473,1.42E-12,-0.542650672,602.975104,21.55563358
-104.7123733,32.24174093,315.6299171,174.3789833,1.73E-05,9.56E-06,36092,1.08E-10,-1.979451078,43109.34098,16.2780057
-104.7124107,32.24173671,37.47094969,32.01008414,2.05E-06,1.75E-06,764,2.29E-12,-0.391027598,939.4649832,18.67711797
-104.7123609,32.24173397,158.2197713,61.87386411,8.67E-06,3.39E-06,3567,1.07E-11,-0.272709388,7667.734606,53.48039306
-104.7124122,32.24173534,53.51598239,23.09148648,2.93E-06,1.27E-06,676,2.03E-12,-0.054461528,967.9088803,30.15871496
-104.7123933,32.24173288,64.08402021,25.62943639,3.51E-06,1.40E-06,1053,3.16E-12,-2.773822342,1286.435114,18.14589103
-104.7123512,32.24172345,43.90372666,26.45666998,2.41E-06,1.45E-06,732,2.20E-12,-0.309518196,909.7784537,19.54085118
-104.7123852,32.24171513,45.27586368,30.50103181,2.48E-06,1.67E-06,678,2.04E-12,-2.681007969,1081.634064,37.31706291
-104.7123886,32.24171069,48.40704876,26.58745293,2.65E-06,1.46E-06,795,2.39E-12,-2.03029892,1008.055448,21.13529056
-104.7123992,32.24170926,88.88902266,50.85527458,4.87E-06,2.79E-06,2122,6.37E-12,-2.351062206,3540.651776,40.0675318
-104.7123623,32.2417086,32.80531694,25.07122055,1.80E-06,1.37E-06,578,1.74E-12,-2.073194185,644.1971464,10.27591425
-104.7123547,32.24170778,48.20865428,31.06123642,2.64E-06,1.70E-06,789,2.37E-12,-1.759358149,1172.850964,32.7280256
-104.7123639,32.2417074,47.04578644,23.10814606,2.58E-06,1.27E-06,735,2.21E-12,-2.822078433,851.500521,13.68179092
-104.7123947,32.24170597,43.55908695,26.06515167,2.39E-06,1.43E-06,661,1.98E-12,-1.474325331,889.2791408,25.67013329
-104.7124376,32.24168745,35.34979023,31.47174991,1.94E-06,1.72E-06,684,2.05E-12,-1.904306901,871.3784472,21.50368164
-104.7124398,32.24168313,82.73143439,38.67367382,4.53E-06,2.12E-06,1191,3.58E-12,-2.724531499,2506.023074,52.47449985
-104.7124474,32.24167962,55.2733772,38.11368856,3.03E-06,2.09E-06,890,2.67E-12,-1.058508983,1650.046043,46.06211119
-104.7124403,32.24167792,54.88403687,34.03456291,3.01E-06,1.86E-06,969,2.91E-12,-2.925198932,1463.070677,33.76943334
-104.7123885,32.24167534,52.51489213,47.16365283,2.88E-06,2.58E-06,1635,4.91E-12,-2.959786697,1939.943104,15.71917772
-104.7123881,32.24167063,33.44480124,25.37071316,1.83E-06,1.39E-06,501,1.50E-12,-1.217080517,664.6000595,24.61631731
-104.7124146,32.24166877,98.72197808,35.46951814,5.41E-06,1.94E-06,1714,5.15E-12,-0.116232033,2742.636292,37.50538469
-104.7123878,32.24166811,44.20955737,27.01414185,2.42E-06,1.48E-06,522,1.57E-12,-0.530984287,935.4195105,44.19616074
-104.7123992,32.24166636,49.9043793,34.22792126,2.73E-06,1.88E-06,1057,3.17E-12,-3.021105654,1337.883396,20.9946096
,,,,,,,,,,
-104.7122411,32.24193962,45.12036801,24.51090957,2.47E-06,1.34E-06,631,1.89E-12,-3.081025307,866.2258547,27.15525673
-104.7122458,32.241936,33.2247311,26.4921364,1.82E-06,1.45E-06,549,1.65E-12,-0.549805353,689.4099362,20.36668298
-104.7122494,32.24193304,92.66522349,36.69720042,5.08E-06,2.01E-06,2130,6.40E-12,-2.428764909,2663.476029,20.02931596
-104.7122552,32.24193085,38.8336096,20.59067459,2.13E-06,1.13E-06,460,1.38E-12,-1.750133221,626.2927966,26.55192547
-104.712257,32.24192663,52.04132023,39.89279784,2.85E-06,2.19E-06,1308,3.93E-12,-0.362713257,1626.079906,19.56114854
-104.7122417,32.24189414,82.23443905,43.68164951,4.51E-06,2.39E-06,2080,6.25E-12,-2.864310281,2813.531912,26.07156894
-104.7122824,32.24189063,94.12666497,80.63925648,5.16E-06,4.42E-06,4445,1.33E-11,-0.380114154,5945.087725,25.23239008
-104.7122988,32.24189008,44.523822,26.98682568,2.44E-06,1.48E-06,741,2.22E-12,-2.510219272,941.1163595,21.26372127
-104.7122559,32.24188614,124.3230328,104.4153961,6.81E-06,5.72E-06,7186,2.16E-11,-2.039052869,10167.52427,29.32399462
-104.7122654,32.24188367,145.0980079,103.1832038,7.95E-06,5.65E-06,7155,2.15E-11,-0.139236588,11726.53056,38.98451071
-104.7123,32.24188296,78.04546939,46.29150338,4.28E-06,2.54E-06,2460,7.39E-12,-1.903935,2829.749967,13.06652431
-104.712295,32.24188104,57.99469165,26.40841886,3.18E-06,1.45E-06,771,2.31E-12,-1.455178525,1199.581404,35.72757986
-104.7122942,32.24187622,99.79385285,47.21496881,5.47E-06,2.59E-06,2886,8.67E-12,-0.495605022,3690.477643,21.79874045
-104.7122443,32.24193496,44.97786974,23.89460058,2.46E-06,1.31E-06,566,1.70E-12,-0.383890954,841.778325,32.76139535
-104.7122423,32.24192882,38.01187074,24.22508139,2.08E-06,1.33E-06,334,1.00E-12,-1.361015666,721.2462531,53.69126723
-104.7122445,32.24192784,40.17021218,33.79533406,2.20E-06,1.85E-06,393,1.18E-12,-0.318517978,1063.310128,63.03994578
-104.7122434,32.24192488,43.1928016,23.79860103,2.37E-06,1.30E-06,587,1.76E-12,-3.118159571,805.1223525,27.0918267
-104.712288,32.24187797,58.35696331,23.69346909,3.20E-06,1.30E-06,685,2.06E-12,-2.471099877,1082.979956,36.74859852
,,,,,,,,,,
-104.7122772,32.241856,95.84173054,46.45984615,5.25E-06,2.55E-06,2215,6.65E-12,-0.179004341,3487.638759,36.48998211
-104.7122811,32.24183655,69.1266519,35.14996515,3.79E-06,1.93E-06,1241,3.73E-12,-0.089923924,1903.13459,34.79178999
-104.7122723,32.24183173,85.30690275,55.57383133,4.67E-06,3.05E-06,3089,9.27E-12,-0.163175816,3713.244908,16.8113045
-104.7123093,32.24182877,116.9548411,29.66510896,6.41E-06,1.63E-06,1605,4.82E-12,-2.057241344,2717.460451,40.9375029
-104.7122412,32.24182932,52.62112436,29.3844353,2.88E-06,1.61E-06,752,2.26E-12,-2.071500059,1211.090378,37.90719391
-104.7122461,32.2418263,38.50991234,23.24500025,2.11E-06,1.27E-06,539,1.62E-12,-0.032989999,701.1342241,23.12456282
-104.7122484,32.24182482,53.90269506,40.61394224,2.95E-06,2.23E-06,1280,3.84E-12,-3.023172081,1714.686418,25.35078214
-104.7122667,32.24182351,41.77368731,32.8819047,2.29E-06,1.80E-06,827,2.48E-12,-2.586829871,1075.867675,23.13181081
-104.7122582,32.24182367,42.71461128,28.77867205,2.34E-06,1.58E-06,830,2.49E-12,-0.12470159,962.8226314,13.79512976
-104.7122626,32.24182143,35.11127577,27.24973879,1.92E-06,1.49E-06,634,1.90E-12,-1.481998535,749.3902438,15.39788444
-104.7122572,32.24182099,57.4251469,37.95116006,3.15E-06,2.08E-06,1075,3.23E-12,-0.360106931,1706.971428,37.02296462
-104.7122484,32.24181485,121.6722877,63.28892536,6.67E-06,3.47E-06,5090,1.53E-11,-3.017474443,6031.404791,15.60838351
-104.7122612,32.2418148,47.77201942,27.23172611,2.62E-06,1.49E-06,783,2.35E-12,-1.633975259,1018.938218,23.15530163
-104.7122566,32.24181408,24.09036179,21.75508198,1.32E-06,1.19E-06,329,9.88E-13,-2.989431628,410.4905162,19.85198513
-104.7122509,32.24180937,106.6559356,94.52960826,5.84E-06,5.18E-06,4737,1.42E-11,-2.318109701,7896.815098,40.01379112
-104.7122541,32.24180625,60.00253107,21.60050414,3.29E-06,1.18E-06,498,1.50E-12,-2.76867265,1015.155424,50.94347246
-104.7123135,32.2418051,52.11554734,27.88052997,2.86E-06,1.53E-06,988,2.97E-12,-2.966163294,1138.065896,13.18604632
-104.7123175,32.24180422,36.74388373,27.98035045,2.01E-06,1.53E-06,637,1.91E-12,-2.91807645,805.2621555,20.89532636
-104.7123126,32.24180192,65.11996573,38.23212379,3.57E-06,2.09E-06,1665,5.00E-12,-1.24229841,1950.031686,14.61677203
-104.712267,32.24178997,417.7212983,200.0450167,2.29E-05,1.10E-05,40536,1.22E-10,-2.32899398,65450.5707,38.06623905
-104.7123163,32.2417988,86.42694003,52.94420916,4.74E-06,2.90E-06,2400,7.21E-12,-1.066709931,3583.98913,33.03551118
-104.7122722,32.24177315,53.6662678,21.95143766,2.94E-06,1.20E-06,792,2.38E-12,-2.42358607,922.70621,14.16552837
-104.7122454,32.24177008,76.33005456,41.34792039,4.18E-06,2.27E-06,1675,5.03E-12,-3.109076944,2471.999198,32.24107835
-104.7123078,32.24185803,45.33682413,22.9591106,2.48E-06,1.26E-06,576,1.73E-12,-1.18699496,815.2770847,29.34917333
-104.7123219,32.24185277,30.76779789,20.21625728,1.69E-06,1.11E-06,281,8.44E-13,-2.661600943,487.1876284,42.32201649
-104.7123406,32.24184789,70.50527556,57.01974894,3.86E-06,3.12E-06,2187,6.57E-12,-0.084616763,3148.806668,30.54511658
-104.7123153,32.2418417,36.12617591,24.48288872,1.98E-06,1.34E-06,488,1.47E-12,-2.971084088,692.7614814,29.55728441
-104.7122412,32.24183617,60.65356435,29.00033099,3.32E-06,1.59E-06,1128,3.39E-12,-0.689491576,1377.711754,18.12510877
-104.7122833,32.24183365,104.0142807,72.58577365,5.70E-06,3.98E-06,2839,8.52E-12,-0.888182599,5913.485844,51.99109164
-104.7122827,32.2418286,60.34864783,38.42727997,3.31E-06,2.11E-06,1314,3.95E-12,-1.644365317,1816.378153,27.6582358
-104.7123391,32.24182302,93.10913721,41.98413726,5.10E-06,2.30E-06,1838,5.52E-12,-2.26639437,3061.798577,39.96992441
-104.7122641,32.24181573,59.67004854,27.05164486,3.27E-06,1.48E-06,915,2.75E-12,-2.164518764,1264.297123,27.62777173
-104.7123121,32.24181255,61.91294029,49.58644776,3.39E-06,2.72E-06,1596,4.79E-12,-1.480009502,2404.603686,33.62731624
-104.7122475,32.24180756,31.00599895,23.5075862,1.70E-06,1.29E-06,452,1.36E-12,-2.94917752,570.89054,20.82545281
-104.7122474,32.24180362,104.3322812,51.03999779,5.72E-06,2.80E-06,2361,7.09E-12,-1.698368846,4170.887073,43.39333675
-104.7122702,32.24179737,284.1632847,119.0731348,1.56E-05,6.52E-06,13097,3.93E-11,-2.192347858,26502.13322,50.58133663
-104.7123182,32.24180241,67.81764364,33.21088826,3.72E-06,1.82E-06,942,2.83E-12,-0.649505125,1764.096217,46.60155206
-104.7123192,32.24180055,53.84025239,22.32662815,2.95E-06,1.22E-06,635,1.91E-12,-1.943520465,941.5194748,32.55582949
,,,,,,,,,,
-104.7122746,32.24175447,42.79953846,21.63148164,2.35E-06,1.19E-06,599,1.80E-12,-1.225559184,725.1442946,17.39575083
-104.7122752,32.24175195,29.53464774,21.99825632,1.62E-06,1.21E-06,453,1.36E-12,-2.337826252,508.8843966,10.98174693
-104.7123076,32.24173743,33.15879871,24.43657921,1.82E-06,1.34E-06,474,1.42E-12,-0.01739488,634.6558393,25.31385191
-104.7123068,32.24173606,43.84925605,21.49832017,2.40E-06,1.18E-06,566,1.70E-12,-0.285777849,738.356049,23.34321623
-104.712277,32.24173447,156.2799394,52.24164164,8.56E-06,2.86E-06,4709,1.41E-11,-0.027089914,6394.684631,26.36071562
-104.7122821,32.24173387,42.54744953,31.54135329,2.33E-06,1.73E-06,954,2.86E-12,-2.171185703,1051.12154,9.239801171
-104.7123468,32.24173288,43.74098552,28.15297472,2.40E-06,1.54E-06,839,2.52E-12,-1.101936305,964.5215501,13.01386683
-104.7122806,32.24173239,40.71819205,25.56681506,2.23E-06,1.40E-06,691,2.07E-12,-1.571772179,815.3877784,15.25504572
-104.7123396,32.24172499,88.13659775,41.65165828,4.83E-06,2.28E-06,2576,7.73E-12,-0.03504472,2875.329763,10.41027596
-104.7123445,32.24172367,37.78287859,23.78469614,2.07E-06,1.30E-06,411,1.23E-12,-0.344958589,703.868827,41.60843836
-104.7123326,32.24171973,52.31526047,29.28362163,2.87E-06,1.60E-06,1075,3.23E-12,-0.745827187,1199.919911,10.41068742
-104.7123308,32.24171962,32.99894544,21.52485729,1.81E-06,1.18E-06,463,1.39E-12,-0.446788555,556.3388945,16.77734479
-104.7123409,32.2417143,41.88474181,34.01568064,2.30E-06,1.86E-06,843,2.53E-12,-0.246495868,1115.922642,24.45712917
-104.7122904,32.24175058,492.1996775,195.2235206,2.70E-05,1.07E-05,63736,1.91E-10,-2.549856555,75261.44399,15.31387571
-104.7123013,32.24174439,70.09838022,28.08881171,3.84E-06,1.54E-06,1212,3.64E-12,-3.00072078,1542.199049,21.41092286
-104.7122789,32.24173923,204.2864869,88.32732211,1.12E-05,4.84E-06,11694,3.51E-11,-2.471229375,14132.98132,17.25737313
