PebbleCounts Parameters
otsu_threshold,maxGS,cutoff,min_sz_factors,win_sz_factors,improvement_ths,coordinate_scales,overlaps,first_nl_denoise,nl_means_chroma_filts,bilat_filt_szs,tophat_th,sobel_th,canny_sig
100.0,0.3,20,"[50, 5, 1]","[10, 3, 2]","[0.01, 0.1, 0.1]","[0.5, 0.5, 0.5]","[0.5, 0.3, 0.1]",5,"[3, 2, 1]","[9, 5, 3]",90,90,2

Image Details
perc. not meas.,perc. background color
97.970725,0.0

Pebble Details
UTM X (m),UTM Y (m),a (px),b (px),a (m),b (m),area (px),area (m2),orientation,ellipse area (px),perc. diff. area
-104.71207712654444,32.24197293409262,83.19205812839655,58.7173998058494,4.558486370762624e-06,3.217404073937934e-06,2184,6.5573779812273304e-12,-0.06899391058725102,3826.024664081652,42.91725245518724
-104.71207318132423,32.24196646831421,65.62924552746568,31.10050806389563,3.5961367946764185e-06,1.7041439450176257e-06,1245,3.738065744793053e-12,-2.154758966612026,1598.6889631854654,22.1236883052425
-104.71207685257082,32.24196646831421,41.82524762494136,33.279200955166836,2.291803154548808e-06,1.8235248339434545e-06,905,2.7172285132833034e-12,-0.8251410108023537,1090.2108310558997,16.98853339005244
-104.71207531831851,32.24196460529331,56.75368835170813,34.72220552147967,3.1098030348339624e-06,1.9025938796729532e-06,1120,3.3627579390909386e-12,-1.071334711602131,1543.4781139332358,27.436612810407084
-104.71204342778844,32.24195846828329,47.0200907194732,40.07136438265722,2.576453179772678e-06,2.1956995956787795e-06,1285,3.858164242617729e-12,-1.3350204468533688,1475.7631912914264,12.926409360060767
-104.71204589355108,32.24195742718338,63.24754735009933,54.128218935547885,3.465632285892198e-06,2.9659411468163685e-06,2116,6.353210534925381e-12,-0.9397447343380496,2681.4302669173003,21.08689060064
-104.71206934569346,32.241951399762826,56.373070403106624,44.73207952864978,3.088947177073e-06,2.4510822241290065e-06,1329,3.990272590224873e-12,-0.8618711831452314,1975.1035032215582,32.71238708086486
-104.7120718114561,32.241952112094346,37.05294211664472,23.089258505980453,2.0303059623155025e-06,1.2651696878094236e-06,553,1.660361732426151e-12,-1.0573307263386111,670.0878839331411,17.473511570733567
-104.71210430472814,32.241950687431306,62.80123733462176,32.20169346244183,3.4411768490577185e-06,1.7644831017098225e-06,1146,3.4408219626769785e-12,-1.7613851530833702,1583.9665036665804,27.64998518925567
-104.71207416762928,32.24194882441041,131.48617358637543,55.09634598767684,7.2047493922094825e-06,3.0189894073304335e-06,4146,1.2448209299527707e-11,-2.7902841676499994,5674.165065212412,26.931981139946004
-104.71209416770398,32.24194849564201,56.49002896437934,43.73729301263808,3.0953558898696326e-06,2.396573165487147e-06,1465,4.398607482828772e-12,-0.8000476516945901,1935.186291503663,24.296693996231365
-104.71202972910714,32.241948057284155,47.392031027079874,29.004343309242845,2.5968335485375127e-06,1.5892851630626195e-06,509,1.5282533848190069e-12,-1.4363412413904342,1076.6323856391543,52.72295290487414
-104.71210227732331,32.241947838105226,43.018579891348715,34.190567568224864,2.3571914739940795e-06,1.8734629215188483e-06,968,2.9063836473571685e-12,-2.008915470664182,1152.0238256635037,15.97396004874429
-104.7120983321031,32.24194581070013,36.92205541587263,21.763853822991855,2.023134060874348e-06,1.1925444959452718e-06,425,1.2760465393871865e-12,-1.656904934756275,629.3913231488156,32.47444247026719
-104.71204671547196,32.2419438928845,27.0391956236253,21.61799277448633,1.4816054260425593e-06,1.1845520791617924e-06,260,7.806402358603965e-13,-2.546508089045496,457.83418454805656,43.21088097502927
-104.71204748259811,32.24194104355842,33.865851875034174,20.42786617427765,1.8556702127545336e-06,1.1193394133306352e-06,316,9.487781328149434e-13,-2.7440435425150134,541.8562534875109,41.68195015446409
-104.71203504419549,32.24193265996438,45.709210239368694,20.279726826159955,2.50462383768533e-06,1.1112221577348433e-06,609,1.828499629380698e-12,-2.8637918580864907,726.0472746690514,16.121164385942244
-104.71204841410844,32.24192011197068,30.44580018505802,25.90822696435127,1.6682694035090361e-06,1.4196343036175863e-06,553,1.660361732426151e-12,-0.31338331550033427,617.8231352681325,10.492183210329213
-104.71205120863942,32.241918358539245,49.73181516943574,29.432327241280067,2.725041389086358e-06,1.6127364271013815e-06,698,2.095718787040603e-12,-1.9506477724036384,1146.4575949534394,39.11680614507617
-104.71203131815417,32.24191808456558,70.12846325256088,24.601891435428886,3.842670215538371e-06,1.3480540009035337e-06,881,2.645169414588497e-12,-2.6452385415081068,1351.3315022417291,34.805042394223356
-104.71203816749482,32.241914303729054,174.36333051912837,91.3765507032256,9.554191633358803e-06,5.00695343232257e-06,7246,2.1755842880940126e-11,-2.408355117639694,12479.264719919836,41.93568160763765
-104.71202611265528,32.2419170982604,48.21125835333502,29.15718417126371,2.641722888761873e-06,1.5976600368437493e-06,896,2.690206351272751e-12,-0.16466321710284548,1101.0147279631897,18.62052548038612
-104.71207740051807,32.24191485167638,58.383578388453316,24.08560956615558,3.199112419473512e-06,1.3197644752264319e-06,891,2.6751940390446664e-12,-0.35706892874932383,1101.4059877195186,19.10339966057095
-104.71203170171725,32.241912221529226,94.81365084183327,39.9464549188852,5.1952884067092805e-06,2.1888552153257267e-06,2387,7.166877857687563e-12,-2.1453169239172456,2966.526241740802,19.535517117176333
-104.71202698937088,32.24191227632396,75.74711941565215,42.63808557665943,4.1505429634624965e-06,2.336342390719967e-06,2177,6.536360744108012e-12,-2.7716525092038875,2529.6643473491167,13.941151825880787
-104.71203564693747,32.241909591382075,54.886538598882865,28.327616322024454,3.0074930680906167e-06,1.5522040904534864e-06,953,2.861346710672915e-12,-2.484495794366251,1217.797157111079,21.743946072205038
-104.71203816749482,32.24190992015047,47.173415075301165,21.423922026926657,2.584854546466468e-06,1.1739180249309293e-06,585,1.7564405306858921e-12,-2.953151964645389,791.5810302634811,26.097268929590157
-104.71206983884599,32.24190613931394,133.15094587777344,129.18377174486955,7.295970140577658e-06,7.078589904745849e-06,9604,2.88356493277048e-11,-2.1952173804443085,13472.59633267986,28.714556846745143
