PebbleCounts Parameters
otsu_threshold,maxGS,cutoff,min_sz_factors,win_sz_factors,improvement_ths,coordinate_scales,overlaps,first_nl_denoise,nl_means_chroma_filts,bilat_filt_szs,tophat_th,sobel_th,canny_sig
50.0,0.3,20,"[50, 5, 1]","[10, 3, 2]","[0.01, 0.1, 0.1]","[0.5, 0.5, 0.5]","[0.5, 0.3, 0.1]",5,"[3, 2, 1]","[9, 5, 3]",90,90,2

Image Details
perc. not meas.,perc. background color
96.443825,0.0

Pebble Details
UTM X (m),UTM Y (m),a (px),b (px),a (m),b (m),area (px),area (m2),orientation,ellipse area (px),perc. diff. area
-104.71250277200892,32.24160301545451,39.94060834929198,30.079754265060362,2.1885348541229145e-06,1.6482120161222825e-06,718,2.155768035952941e-12,-2.449729830355046,940.9965707959981,23.69791535025076
-104.71255110095655,32.24160257709665,46.45043669616973,31.88562485669167,2.5452391413211807e-06,1.7471642077678748e-06,887,2.663184189262199e-12,-2.4614370757491404,1160.0689821009257,23.539029688250796
-104.71253181321327,32.2415999469495,48.05527697241863,22.60888398882176,2.6331759310955213e-06,1.2388476957996825e-06,576,1.7294183686753399e-12,-2.6330080483811003,850.9798787449473,32.31332321869896
-104.71252386797812,32.241599125028515,51.30492503400603,33.10073350258526,2.8112395195171303e-06,1.813745758049428e-06,1067,3.2036274294732424e-12,-1.8226129209619333,1330.1351075929313,19.78258494876597
-104.71252162139439,32.241598193518065,34.96030282557069,27.674593739825585,1.9156403571857358e-06,1.516421894319338e-06,553,1.660361732426151e-12,-2.471426181993601,757.8016059891024,27.02575507500938
-104.71251088162825,32.24159611131824,56.31098243861199,44.0205534930399,3.0855450838166894e-06,2.4120943470558793e-06,1710,5.1342107820049154e-12,-0.211437916942244,1941.5460002040827,11.925857032475362
-104.71253553925459,32.24159359076055,301.40468188609015,126.04937176213514,1.6515388191758252e-05,6.906841303698361e-06,17840,5.3563930029805664e-11,-2.952842416494242,29757.042203915684,40.04780489355067
-104.71252025152626,32.24159457706573,221.10920904477808,79.45212976514095,1.2115619429983584e-05,4.353558005542748e-06,7905,2.373446563260167e-11,-0.07325674548457006,13759.778903008302,42.549948980126935
-104.71251526520626,32.24159304281323,44.169256786235884,24.644428051781453,2.4202425038700213e-06,1.3503847833155073e-06,721,2.1647754232897917e-12,-2.789516797968251,852.585449297545,15.4336963416347
-104.71254863519391,32.24159019348715,56.33738378997293,37.525330603239844,3.0869917387385193e-06,2.056190361936024e-06,1474,4.4256296448393246e-12,-3.0752529521112173,1655.8472977787258,10.982129694125115
-104.7125233748256,32.24158854964518,29.413412865413488,20.82071942685226,1.6117000189809548e-06,1.1408657012703714e-06,285,8.557017970008192e-13,-0.35363189560755526,479.6674319469762,40.58383350247871
-104.71254803245193,32.24158170030364,138.67160179829443,78.22623780865023,7.5984729916614075e-06,4.28638558666755e-06,7793,2.3398189838692575e-11,-2.526857539664009,8496.48034973902,8.279667824579017
-104.7125451283315,32.24157885097756,206.987227222744,74.02203163736816,1.1341809247711792e-05,4.056017244270167e-06,9612,2.8859669027269735e-11,-2.8966967617280313,12000.618475800897,19.904128113209474
-104.71255301877193,32.24157402904112,105.79410666746293,70.0843665539033,5.796959519937918e-06,3.840253948837577e-06,4932,1.4808144781782598e-11,-2.2167168527189927,5807.399587553632,15.073865236168366
-104.71251367615923,32.241619070311074,127.76603292304847,63.90491906132752,7.000905288666295e-06,3.501652791377634e-06,4885,1.4667029046838605e-11,-3.094344891500273,6395.121217168303,23.61364493161194
-104.71251586794824,32.24161298809579,261.32142908554215,123.22607138683848,1.4319037173429951e-05,6.752139321671475e-06,16776,5.0369309987669276e-11,-0.1502542654113035,25221.8366506915,33.48620787479386
-104.71252699127746,32.241605809985856,337.86010926225975,177.35592857836838,1.8512953495144726e-05,9.718170236282196e-06,29234,8.777398713516473e-11,-2.9764079014027036,46933.3668179263,37.71169216687431
-104.71252732004581,32.24158833046625,107.23463239486064,54.13555352948378,5.875892738358127e-06,2.9663430439114043e-06,3413,1.0247404326890512e-11,-0.292277254170479,4546.91389865589,24.938099201550433
-104.71254868998864,32.241586083882225,101.70437768009307,38.880631008765846,5.572863923934449e-06,2.1304536818474533e-06,2705,8.12166091539374e-12,-2.6955601063848853,3097.219840748311,12.663609976537792
