PebbleCounts Parameters
otsu_threshold,maxGS,cutoff,min_sz_factors,win_sz_factors,improvement_ths,coordinate_scales,overlaps,first_nl_denoise,nl_means_chroma_filts,bilat_filt_szs,tophat_th,sobel_th,canny_sig
80.0,0.3,20,"[50, 5, 1]","[10, 3, 2]","[0.01, 0.1, 0.1]","[0.5, 0.5, 0.5]","[0.5, 0.3, 0.1]",5,"[3, 2, 1]","[9, 5, 3]",90,90,2

Image Details
perc. not meas.,perc. background color
98.464225,0

Pebble Details
UTM X (m),UTM Y (m),a (px),b (px),a (m),b (m),area (px),area (m2),orientation,ellipse area (px),perc. diff. area
-104.71203345514846,32.24213507130572,111.63536950668825,55.665528285982525,6.117029940597002e-06,3.0501775977380007e-06,3843,1.1538463178505784e-11,-2.9436574871226635,4867.290085731339,21.044360777552328
-104.71204770177701,32.242134523358395,80.34541583563085,49.72764933483759,4.402505374668244e-06,2.724813123303953e-06,2281,6.848616838452171e-12,-2.5276818850385414,3129.3786436081086,27.11013080315349
-104.71206046894798,32.24213320828482,75.21013810925122,35.793498468838635,4.121119217714975e-06,1.9612950875706218e-06,1583,4.752898051411568e-12,-2.6769882065431627,2108.5291820731704,24.923970061275323
-104.71204907164514,32.24213068772713,55.49663546860674,46.417466592706205,3.0409231613957842e-06,2.5434325534008633e-06,1616,4.851979312116926e-12,-2.7085039173546432,2017.6562138408242,19.9070689588009
-104.7120524689181,32.24213085211133,35.551569075929685,21.43890473817482,1.9480386317853807e-06,1.1747389985497862e-06,516,1.5492706219383253e-12,-0.2317223614087689,596.9809173255647,13.565076365984014
-104.71206271553172,32.24212920826936,79.16271757534932,35.46756084569874,4.33769974271841e-06,1.943435423484552e-06,1322,3.9692553531055544e-12,-2.6332805669247437,2199.1309889448353,39.88534531841104
-104.71205707167502,32.2421289342957,151.17883249644123,64.52274783995979,8.28380332193755e-06,3.5355065525445163e-06,4984,1.4964272828954676e-11,-3.011511467953942,7640.168254731738,34.7658345493466
-104.71202490717133,32.242126906890604,139.2978522741299,38.7782560348142,7.632788217453437e-06,2.1248440727818196e-06,2679,8.043596891807701e-12,-0.8621897679792301,4230.89040273876,36.67999534410494
-104.71205997579546,32.24212531784337,228.7702418401968,51.039182693733615,1.2535403654217859e-05,2.796678239708464e-06,7075,2.1242421802739636e-11,-0.2562265982952976,9145.391967081534,22.638635659727058
-104.71206183881611,32.24212712606953,30.755143171047802,24.78385983183209,1.6852197689315271e-06,1.3580249100693257e-06,535,1.6063174084050467e-12,-0.48634273440547715,597.0157364006752,10.387621735828851
-104.7120722498139,32.242115509586284,56.79837546069896,27.750558704808263,3.1122516529096103e-06,1.520584374071847e-06,1035,3.1075486312135013e-12,-2.216665083351343,1234.5444369129418,16.163406593278697
-104.71206556485743,32.242112167107614,89.12443180871658,57.08969324855906,4.8835491853677494e-06,3.1282143324657693e-06,2329,6.992735035841782e-12,-2.947879695948915,3985.231596437866,41.5592307839339
-104.71207444160291,32.24211057806038,37.783127578585315,20.634915068006535,2.0703162776180524e-06,1.1306846015779066e-06,438,1.3150785511802065e-12,-2.9504038185578856,610.6602788698497,28.27435889385051
-104.71206512649962,32.24210422187143,272.28888694001034,140.32515638190287,1.4919996066337081e-05,7.689079068759026e-06,24134,7.24614286625185e-11,-0.3851120168909128,29927.09297071004,19.357352805298532
-104.71207482516598,32.24210778352903,37.2313357744533,30.99022646836024,2.0400809946448606e-06,1.6981010947563886e-06,496,1.4892213730259872e-12,-2.8109865317681515,903.7169943479461,45.115561276140866
-104.712033345559,32.242107454760635,44.00038802744065,34.23087323349253,2.4109893858112325e-06,1.875671459568281e-06,965,2.897376260020318e-12,-0.3062795062258161,1179.705396037022,18.19991641627483
-104.71202994828604,32.24210597530286,35.75187006402293,28.309892297646535,1.9590140703646754e-06,1.551232907321593e-06,622,1.867531641173718e-12,-0.21669354087434267,792.7496550007171,21.53891255879041
-104.71203937297878,32.24210274241366,77.48966409146027,26.044639040286636,4.246025228642866e-06,1.4271089664994574e-06,1171,3.5158835238174013e-12,-0.6061097931948751,1580.742763711349,25.920900801679704
-104.71202912636517,32.24210115336642,106.9464909460518,50.1749294775781,5.860104105442954e-06,2.7493217179999584e-06,2561,7.689306323224905e-12,-2.0854117735542728,4202.932269852177,39.06635092908424
-104.7120581127748,32.2421216465963,57.00778699225071,46.334412272920986,3.123726301258685e-06,2.538881614365438e-06,1529,4.5907650793482544e-12,-0.29148349643144944,2068.887721646158,26.09555443717283
-104.712072030635,32.242112441081275,34.13401528181519,26.19973958206455,1.8703641542490676e-06,1.435607658822964e-06,534,1.6033149459594297e-12,-2.6883217716508447,700.4601526781981,23.764400022148358
-104.71206841418314,32.24211063285511,41.378917890742436,22.75318804975211,2.267346637232314e-06,1.246754797869227e-06,549,1.6483518826436834e-12,-1.355270133357711,737.4294313406257,25.552198397895015
