PebbleCounts Parameters
otsu_threshold,maxGS,cutoff,min_sz_factors,win_sz_factors,improvement_ths,coordinate_scales,overlaps,first_nl_denoise,nl_means_chroma_filts,bilat_filt_szs,tophat_th,sobel_th,canny_sig
90.0,0.3,20,"[50, 5, 1]","[10, 3, 2]","[0.01, 0.1, 0.1]","[0.5, 0.5, 0.5]","[0.5, 0.3, 0.1]",5,"[3, 2, 1]","[9, 5, 3]",90,90,2

Image Details
perc. not meas.,perc. background color
97.427775,0.010575

Pebble Details
UTM X (m),UTM Y (m),a (px),b (px),a (m),b (m),area (px),area (m2),orientation,ellipse area (px),perc. diff. area
-104.71207816764422,32.242082852125726,116.1148131451362,85.98152155840954,6.362479845718346e-06,4.7113342665056275e-06,5990,1.7984750049245287e-11,-2.963182647916983,7819.73139054289,23.398903353071056
-104.71202715375506,32.24206011231182,69.21192319953148,39.543107416373296,3.792448650716111e-06,2.1667538977931812e-06,1780,5.344383153198099e-12,-0.7433081558617571,2143.6347712271436,16.963466729874767
-104.71205761962227,32.242053153380816,56.497986554875965,23.9698852129552,3.095791923893061e-06,1.3134233905279975e-06,830,2.492043829862035e-12,-0.007332635733805493,1060.7132808009324,21.75076761806201
-104.71203208528033,32.242052660228225,42.39227337434964,26.622695758129893,2.322873177441616e-06,1.4587834283302896e-06,629,1.888548878293036e-12,-2.8110416395639017,883.970592896125,28.84378676679423
-104.71203685242142,32.242050742412594,95.38296551240147,69.07701892126676,5.2264838504192435e-06,3.7850566072006323e-06,4286,1.2868554041914074e-11,-0.2745898287410604,5160.639105846747,16.948271094094228
-104.71203756475285,32.24204487937624,50.65277327479456,43.24887393937696,2.775505039893532e-06,2.369810374197081e-06,1463,4.392602557937539e-12,-0.009790362953715714,1715.8412877168653,14.735703676492204
-104.71204189353614,32.24204120812917,63.7854978994396,32.31904067343334,3.4951091410449718e-06,1.7709131104628963e-06,1292,3.879181479737047e-12,-1.9412727220143686,1614.6540726085905,19.982860606626378
-104.71205164699722,32.24203967387667,153.9519349228031,67.56834484692101,8.435754720901492e-06,3.7023892185033387e-06,6363,1.9104668541460397e-11,-2.755318556262332,8147.558989912874,21.90298949810926
-104.71207329091368,32.24203967387667,73.40675520963866,28.012814341331083,4.022303338482097e-06,1.5349546008896505e-06,882,2.648171877034114e-12,-2.21555506477433,1610.6154161410097,45.23832373880738
-104.71204326340427,32.24203907113461,31.431088641093808,24.964061277311863,1.7222580185181387e-06,1.3678989996361865e-06,497,1.492223835471604e-12,-1.30672152070397,614.5733794610144,19.130893623171108
-104.71210194855496,32.24203797523997,55.716277439158915,40.50347312946686,3.052958383888588e-06,2.219376877829667e-06,1162,3.488861361806849e-12,-3.0588801329970456,1767.5570443877,34.25954745338763
-104.71211778423054,32.242036769755856,65.90433534909108,54.468591935715835,3.6112102672028406e-06,2.9845917934904354e-06,2294,6.88764885024519e-12,-0.22404770207687297,2811.6367699614907,18.410513601605103
-104.71205274289173,32.242035290298084,30.085253529684294,22.122609422055657,1.6485133468430433e-06,1.2122024121641866e-06,409,1.228007140257316e-12,-0.6581469655548329,521.3016611549644,21.542548110465574
-104.71206666075193,32.24202997520905,30.96674786732299,23.277977277121916,1.6968145911496657e-06,1.2755104819370038e-06,506,1.5192459974821562e-12,-2.7774827561163487,564.5987590881778,10.378832426556208
-104.71207055117742,32.242029372466995,41.095250419004685,34.61121285965215,2.2518031546831808e-06,1.8965120667261627e-06,754,2.26385668399515e-12,-1.6403208414336,1114.0573052486945,32.31946000913461
-104.71206189361084,32.2420290436986,71.45914876165678,35.461432201331995,3.9155847688437245e-06,1.9430996060706596e-06,1571,4.716868502064165e-12,-0.09921557541062853,1984.7837313287014,20.847799425063627
-104.7120594278482,32.24202707108824,37.55038140486061,34.273024576642875,2.0575630138493674e-06,1.8779811310391277e-06,786,2.359935482254891e-12,-0.0875687165899921,1008.0123806231667,22.024767244020918
-104.71206649636775,32.24202586560413,50.55945211241066,31.252349794433638,2.7703915319890377e-06,1.7124640716588279e-06,1053,3.161592955234606e-12,-2.358541554279154,1237.6108750374697,14.916714030319136
-104.71206770185171,32.24202339984117,40.87270071862709,28.913502200522895,2.2396086039194184e-06,1.5843075490292493e-06,835,2.5070561420901195e-12,-2.9884697395952693,925.6208231360455,9.790274902094144
-104.71212024999318,32.2420183587258,107.17405598201316,50.79323538838422,5.872573470166339e-06,2.783201623495524e-06,3982,1.1955805458446534e-11,-2.6364508133138234,4263.7784002434355,6.608654901655951
-104.71206841418314,32.24201781077848,59.4824776543815,24.39222522452523,3.2593263081459552e-06,1.3365653974681113e-06,736,2.2098123599740453e-12,-1.3902667774608835,1136.4217911636172,35.23531441205584
-104.71207186625082,32.242016331320706,58.654168792655405,37.85705753924219,3.2139393476366625e-06,2.0743672498577976e-06,1051,3.155588030343372e-12,-0.4780901476981356,1739.1811556255598,39.569262431321036
-104.71209948279233,32.24200794772666,31.54274313332513,20.50248814849305,1.7283760962832706e-06,1.123428304266538e-06,418,1.2550293022678683e-12,-0.08953919582160141,506.5299276100711,17.477728912835698
-104.71204452368295,32.242003509353346,34.983781656286375,28.01912315740301,1.9169268733776265e-06,1.5353002907634979e-06,581,1.7444306809034245e-12,-2.3509760545741307,767.7509725372764,24.32442018537582
-104.71208929097344,32.24200318058495,47.38169322202318,36.06041892643616,2.5962670912997097e-06,1.975920922000131e-06,843,2.531075841655055e-12,-0.7471134994565881,1338.2597790540858,37.007745940339575
-104.71205718126447,32.241997098369666,329.7054492337021,198.142195683732,1.8066121099905616e-05,1.085714813189563e-05,45663,1.3710144265420493e-10,-2.5187258441753775,51168.440116703416,10.759444892489933
-104.71208753754223,32.24199726275386,45.731683706595554,29.413568052854437,2.505855265256208e-06,1.611708522434895e-06,913,2.7412482128482386e-12,-3.1250628842498287,1053.5714241407002,13.34237251692273
-104.71205044151327,32.241991399717506,44.142998861808636,21.609945373913423,2.4188037079883113e-06,1.1841111240194753e-06,502,1.5072361476996886e-12,-0.9283454997361361,747.1616698704584,32.81239921113245
-104.712043318199,32.241988057238835,69.32103114169365,24.500684462460583,3.7984271909575433e-06,1.3425083921365273e-06,1082,3.2486643661574963e-12,-3.1189450841825987,1330.277705414328,18.663599668236152
-104.71212567467097,32.24198772847044,25.61568408075018,20.225269025544197,1.403604495270965e-06,1.1082381572488173e-06,356,1.0688766306396197e-12,-2.6138852272074757,405.7881372739182,12.269490579097397
-104.7120466058825,32.24198581065481,52.69998891991293,29.62285060381395,2.887681668603463e-06,1.623176103327232e-06,1052,3.158590492788989e-12,-1.3801695011842876,1222.7465707915958,13.964183165204535
-104.71207060597214,32.24206339999576,42.06307761844697,26.155850020712027,2.304834984850213e-06,1.4332027421548917e-06,736,2.2098123599740453e-12,-0.35708585736548537,861.7255406054098,14.589974960830416
-104.71211208557912,32.24205819449619,49.04844630458102,37.23568494584819,2.6875963765848524e-06,2.040319306317558e-06,956,2.8703540980097656e-12,-0.8678768255545687,1430.4862354047827,33.169577145250756
-104.7120989896398,32.24204416704472,68.48518757493449,48.37790708455265,3.752627368319657e-06,2.6508543610087556e-06,1469,4.41061733261124e-12,-1.0694681998525346,2595.0325338868142,43.39184650607265
-104.71204523601438,32.242040988950244,67.17570495175246,33.00735548054412,3.6808746214250805e-06,1.808629134535362e-06,1354,4.0653341513652955e-12,-2.4653332018152,1736.688963613087,22.035549924663737
-104.71208677041608,32.24203134507736,98.57376498319726,25.06037784078855,5.40132284619226e-06,1.3731766397350712e-06,1305,3.918213491530067e-12,-0.09520169617791252,1934.8532910860636,32.55302580241198
-104.71206315388952,32.24202066010456,60.570621421985344,28.83957872281506,3.3189508521907344e-06,1.580256932020947e-06,927,2.783282687086875e-12,-0.2279467829266515,1368.201375513488,32.24681566687539
-104.71207575667631,32.24201507104186,80.06231854082934,31.41735772440379,4.386993134810435e-06,1.7215056366442233e-06,1397,4.194440036526823e-12,-2.4102802217071106,1970.1391492655273,29.091302991425504
-104.7120466058825,32.24200246825343,75.648658267407,28.31323067822557,4.145147811420069e-06,1.551415832984358e-06,1404,4.215457273646141e-12,-1.6607088965108299,1677.605101941427,16.30926739700508
-104.71206298950534,32.2420025778429,62.15232924931272,39.04687822336766,3.4056201056701035e-06,2.139563153099745e-06,905,2.7172285132833034e-12,-2.570884337725631,1900.827946192633,52.389168003726006
-104.71206430457875,32.24199907098003,69.90338758389454,47.58138405376018,3.830337255024012e-06,2.6072090965261516e-06,1704,5.116196007331214e-12,-2.0625689403154737,2605.1598394894636,34.59134544566237
-104.71209992115013,32.24199978331155,47.33898721248285,26.01108933445307,2.5939270270337337e-06,1.4252706194237142e-06,654,1.963610439433459e-12,-2.4048339802479,964.4430419823659,32.18884148350174
